hour_of_year,pm2.5_2022,pm2.5_2023,pm2.5_2024
6263,9.0,13.0,13.05
6264,7.0,9.0,12.69
6265,8.0,8.0,8.79
6266,8.0,9.0,7.66
6267,9.0,8.0,6.71
6268,8.0,8.0,6.96
6269,9.0,,6.5
6270,9.0,10.0,8.48
6271,8.0,14.0,9.71
6272,11.0,15.0,9.53
6273,13.0,17.0,14.3
6274,13.0,20.0,16.73
6275,12.0,16.0,18.42
6276,11.0,9.0,16.53
6277,10.0,8.0,15.51
6278,10.0,7.0,15.51
6279,11.0,7.0,12.01
6280,9.0,8.0,13.5
6281,8.0,9.0,14.74
6282,8.0,9.0,10.95
6283,,,11.39
6284,7.0,8.0,13.15
6285,8.0,7.0,12.9
6286,11.0,11.0,13.85
6287,11.0,11.0,16.97
6288,,10.0,16.07
6289,9.0,8.0,16.33
6290,8.0,7.0,17.46
6291,10.0,7.0,18.12
6292,10.0,,18.39
6293,11.0,9.0,17.91
6294,15.0,9.0,13.8
6295,17.0,11.0,13.47
6296,17.0,13.0,17.24
6297,16.0,18.0,20.75
6298,24.0,21.0,20.39
6299,23.0,24.0,21.29
6300,20.0,27.0,22.11
6301,28.0,21.0,22.85
6302,20.0,12.0,21.56
6303,13.0,10.0,21.08
6304,13.0,13.0,21.88
6305,15.0,10.0,24.83
6306,10.0,9.0,20.84
6307,8.0,8.0,18.39
6308,9.0,8.0,17.21
6309,10.0,10.0,16.32
6310,11.0,12.0,18.41
6311,11.0,13.0,19.78
6312,9.0,11.0,18.42
6313,8.0,7.0,19.06
6314,9.0,6.0,11.93
6315,8.0,7.0,12.88
6316,8.0,8.0,17.74
6317,9.0,8.0,16.43
6318,12.0,9.0,16.43
6319,9.0,10.0,19.62
6320,7.0,8.0,22.11
6321,8.0,9.0,23.54
6322,17.0,13.0,23.08
6323,26.0,15.0,24.21
6324,23.0,12.0,25.38
6325,24.0,11.0,23.84
6326,13.0,10.0,19.99
6327,17.0,8.0,19.14
6328,18.0,9.0,15.93
6329,11.0,10.0,14.09
6330,11.0,9.0,13.89
6331,,9.0,14.37
6332,10.0,10.0,14.22
6333,15.0,12.0,16.58
6334,19.0,12.0,15.33
6335,19.0,,15.44
6336,21.0,10.0,13.33
6337,15.0,10.0,8.22
6338,14.0,,10.85
6339,12.0,12.0,12.83
6340,13.0,12.0,13.17
6341,17.0,13.0,13.24
6342,16.0,13.0,13.76
6343,16.0,14.0,12.88
6344,17.0,15.0,12.8
6345,16.0,17.0,12.04
6346,20.0,21.0,11.77
6347,22.0,22.0,13.21
6348,19.0,18.0,14.65
6349,17.0,17.0,16.16
6350,19.0,17.0,14.97
6351,17.0,,16.15
6352,17.0,14.0,16.63
6353,13.0,18.0,16.7
6354,11.0,15.0,15.12
6355,12.0,15.0,14.25
6356,13.0,16.0,16.97
6357,17.0,20.0,17.93
6358,18.0,24.0,19.56
6359,19.0,24.0,19.65
6360,20.0,14.0,8.09
6361,22.0,11.0,6.61
6362,23.0,9.0,5.89
6363,19.0,10.0,5.45
6364,15.0,11.0,6.07
6365,14.0,11.0,7.79
6366,19.0,13.0,6.79
6367,16.0,11.0,7.54
6368,17.0,17.0,8.96
6369,21.0,13.0,8.59
6370,21.0,13.0,10.38
6371,24.0,15.0,11.26
6372,26.0,18.0,11.17
6373,20.0,16.0,10.17
6374,21.0,15.0,10.47
6375,24.0,13.0,9.87
6376,22.0,14.0,11.9
6377,17.0,13.0,8.75
6378,17.0,13.0,7.75
6379,18.0,,7.94
6380,21.0,16.0,10.36
6381,23.0,17.0,13.89
6382,25.0,27.0,14.75
6383,27.0,29.0,7.6
6384,22.0,17.0,5.84
6385,19.0,11.0,4.43
6386,18.0,9.0,4.37
6387,18.0,9.0,6.17
6388,20.0,,4.67
6389,21.0,8.0,4.19
6390,22.0,8.0,5.17
6391,20.0,9.0,6.61
6392,21.0,11.0,6.03
6393,24.0,11.0,7.87
6394,24.0,,10.22
6395,26.0,12.0,11.16
6396,27.0,13.0,9.6
6397,29.0,14.0,8.77
6398,24.0,14.0,9.19
6399,27.0,,9.21
6400,22.0,15.0,10.18
6401,,14.0,7.83
6402,23.0,11.0,6.34
6403,23.0,11.0,5.37
6404,25.0,13.0,5.75
6405,35.0,14.0,9.2
6406,35.0,18.0,12.2
6407,38.0,11.0,8.36
6408,27.0,8.0,9.46
6409,21.0,8.0,9.44
6410,16.0,,6.98
6411,15.0,7.0,6.42
6412,13.0,7.0,19.07
6413,9.0,,11.55
6414,9.0,,12.0
6415,10.0,,11.04
6416,12.0,9.0,12.32
6417,15.0,10.0,10.93
6418,14.0,11.0,9.22
6419,17.0,10.0,9.44
6420,22.0,11.0,8.99
6421,19.0,12.0,7.8
6422,18.0,11.0,6.98
6423,17.0,12.0,7.66
6424,14.0,11.0,7.38
6425,15.0,10.0,8.78
6426,15.0,9.0,10.46
6427,16.0,8.0,8.58
6428,16.0,8.0,8.34
6429,20.0,10.0,8.27
6430,15.0,10.0,9.11
6431,16.0,,12.64
6432,15.0,8.0,11.3
6433,,9.0,11.78
6434,11.0,8.0,15.3
6435,17.0,9.0,12.39
6436,14.0,8.0,10.64
6437,13.0,10.0,9.32
6438,16.0,9.0,11.88
6439,18.0,9.0,7.98
6440,20.0,10.0,14.89
6441,20.0,10.0,13.71
6442,19.0,11.0,17.08
6443,21.0,12.0,8.83
6444,20.0,12.0,10.91
6445,14.0,14.0,8.25
6446,8.0,11.0,6.57
6447,5.0,11.0,5.7
6448,7.0,9.0,5.27
6449,13.0,8.0,5.19
6450,6.0,8.0,5.74
6451,10.0,9.0,6.44
6452,7.0,9.0,8.58
6453,8.0,11.0,9.1
6454,12.0,12.0,9.21
6455,12.0,15.0,10.65
6456,16.0,14.0,7.47
6457,,14.0,13.03
6458,12.0,9.0,15.68
6459,15.0,3.0,17.79
6460,23.0,6.0,15.88
6461,21.0,10.0,9.85
6462,24.0,8.0,5.28
6463,29.0,9.0,6.83
6464,31.0,9.0,8.25
6465,14.0,12.0,9.86
6466,13.0,13.0,10.09
6467,13.0,19.0,9.75
6468,10.0,14.0,10.07
6469,13.0,12.0,10.34
6470,13.0,10.0,11.08
6471,,10.0,11.55
6472,,12.0,11.97
6473,14.0,41.0,10.65
6474,15.0,9.0,9.99
6475,17.0,,9.47
6476,21.0,,9.47
6477,24.0,,9.75
6478,27.0,,11.14
6479,35.0,,9.1
6480,20.0,,8.86
6481,14.0,19.4,10.15
6482,15.0,11.99,9.58
6483,25.0,,11.81
6484,23.0,,17.55
6485,21.0,,34.1
6486,20.0,,33.85
6487,16.0,,34.84
6488,14.0,,32.49
6489,14.0,,35.41
6490,15.0,,40.52
6491,14.0,,33.62
6492,17.0,,31.96
6493,13.0,,19.33
6494,13.0,,15.99
6495,11.0,,14.83
6496,10.0,,16.59
6497,10.0,,16.73
6498,12.0,,14.36
6499,13.0,,15.87
6500,18.0,,20.93
6501,16.0,,25.39
6502,18.0,,30.85
6503,24.0,,42.53
6504,25.0,,25.89
6505,12.0,,29.0
6506,11.0,11.22,52.67
6507,10.0,11.19,34.87
6508,10.0,10.05,31.29
6509,11.0,10.05,23.8
6510,15.0,10.17,32.27
6511,21.0,10.14,43.66
6512,19.0,9.97,49.29
6513,23.0,9.94,42.53
6514,28.0,9.95,43.88
6515,17.0,9.97,37.7
6516,14.0,9.88,32.01
6517,13.0,9.89,21.19
6518,16.0,10.21,12.53
6519,15.0,10.21,11.34
6520,14.0,12.56,9.38
6521,12.0,12.54,10.53
6522,11.0,23.81,10.22
6523,11.0,23.99,11.38
6524,13.0,21.7,16.1
6525,14.0,21.57,19.91
6526,18.0,22.24,37.66
6527,21.0,22.17,25.16
6528,19.0,22.79,23.39
6529,25.0,22.78,34.55
6530,35.0,11.27,49.47
6531,21.0,,35.54
6532,20.0,,40.97
6533,24.0,,48.15
6534,27.0,,37.64
6535,28.0,,33.37
6536,28.0,,26.33
6537,,,34.83
6538,27.0,,34.84
6539,25.0,,31.67
6540,65.0,,32.31
6541,47.0,,13.81
6542,41.0,,11.03
6543,40.0,,10.7
6544,37.0,,11.11
6545,15.0,,12.44
6546,14.0,,14.32
6547,16.0,,22.36
6548,18.0,,23.52
6549,27.0,,19.0
6550,27.0,,24.0
6551,25.0,,28.0
6552,19.0,,19.0
6553,,,16.0
6554,30.0,7.22,26.0
6555,29.0,6.7,32.0
6556,32.0,5.68,25.0
6557,30.0,5.79,26.0
6558,33.0,5.57,19.0
6559,33.0,5.61,15.0
6560,32.0,9.14,26.0
6561,29.0,7.26,34.0
6562,23.0,6.47,32.41
6563,28.0,9.32,37.84
6564,41.0,5.83,29.37
6565,30.0,7.86,23.62
6566,25.0,12.77,21.98
6567,21.0,10.39,18.2
6568,21.0,7.82,17.89
6569,20.0,7.79,17.29
6570,21.0,6.86,16.27
6571,20.0,8.11,14.62
6572,21.0,8.02,16.82
6573,32.0,8.36,19.56
6574,40.0,18.24,30.91
6575,34.0,17.44,32.28
6576,19.0,8.36,32.53
6577,13.0,6.4,
6578,11.0,6.82,27.68
6579,11.0,5.89,
6580,8.0,8.11,
6581,9.0,5.23,
6582,9.0,5.69,
6583,,5.55,
6584,11.0,4.96,
6585,12.0,6.26,
6586,9.0,9.99,
6587,10.0,9.45,
6588,14.0,11.4,
6589,18.0,11.1,
6590,26.0,10.0,12.46
6591,33.0,7.84,11.29
6592,31.0,5.69,10.14
6593,22.0,6.38,11.23
6594,28.0,6.33,12.52
6595,22.0,6.21,10.38
6596,22.0,6.22,8.16
6597,21.0,6.76,10.05
6598,26.0,8.37,
6599,23.0,7.25,17.46
6600,22.0,6.85,18.51
6601,13.0,6.09,13.17
6602,13.0,4.98,11.45
6603,12.0,5.22,10.86
6604,10.0,5.36,11.85
6605,8.0,4.18,13.45
6606,8.0,4.92,12.81
6607,9.0,14.22,17.75
6608,11.0,8.69,17.18
6609,11.0,7.27,17.49
6610,14.0,7.54,17.66
6611,18.0,8.78,19.6
6612,17.0,12.18,21.25
6613,14.0,14.94,13.85
6614,14.0,11.6,13.67
6615,13.0,6.97,13.44
6616,21.0,6.17,13.95
6617,19.0,5.57,14.14
6618,14.0,6.2,14.82
6619,14.0,6.02,16.06
6620,,6.81,16.75
6621,15.0,8.86,18.32
6622,18.0,11.09,22.66
6623,22.0,11.31,30.51
6624,20.0,9.45,30.97
6625,15.0,5.89,34.13
6626,14.0,5.55,29.99
6627,14.0,5.6,22.91
6628,10.0,4.67,20.34
6629,11.0,4.87,21.72
6630,11.0,5.18,20.07
6631,10.0,4.87,22.13
6632,12.0,5.35,24.86
6633,14.0,7.21,31.53
6634,16.0,8.63,32.62
6635,15.0,10.2,33.43
6636,19.0,10.69,27.42
6637,17.0,12.86,16.96
6638,16.0,15.22,14.47
6639,17.0,12.15,15.55
6640,22.0,9.23,13.97
6641,20.0,7.24,13.76
6642,24.0,8.04,14.96
6643,17.0,9.36,16.53
6644,16.0,8.51,14.71
6645,16.0,10.48,13.9
6646,,13.44,16.35
6647,15.0,23.15,15.0
6648,12.0,9.34,11.56
6649,9.0,5.08,12.86
6650,13.0,5.36,12.33
6651,20.0,5.09,10.11
6652,23.0,4.0,9.82
6653,18.0,4.2,13.23
6654,17.0,5.13,12.18
6655,14.0,6.66,12.03
6656,16.0,6.67,13.86
6657,28.0,7.71,19.38
6658,22.0,9.01,17.18
6659,16.0,8.77,20.27
6660,15.0,9.85,17.78
6661,18.0,14.66,11.94
6662,15.0,12.24,12.56
6663,11.0,9.11,12.57
6664,12.0,9.0,12.68
6665,15.0,14.09,13.24
6666,13.0,6.43,13.12
6667,13.0,3.96,13.85
6668,12.0,2.42,16.75
6669,13.0,3.9,20.25
6670,18.0,3.81,20.76
6671,27.0,5.3,18.47
6672,22.0,5.49,19.08
6673,22.0,4.94,14.08
6674,24.0,4.5,11.49
6675,20.0,5.49,11.89
6676,20.0,5.44,11.9
6677,19.0,4.98,12.97
6678,13.0,4.85,15.09
6679,15.0,5.2,16.49
6680,17.0,6.26,15.12
6681,16.0,6.17,14.96
6682,16.0,6.03,15.3
6683,17.0,5.64,15.58
6684,18.0,5.97,13.6
6685,20.0,6.89,11.62
6686,21.0,8.28,12.16
6687,20.0,7.62,7.89
6688,16.0,7.38,10.77
6689,16.0,7.15,14.14
6690,23.0,11.78,10.82
6691,26.0,10.16,12.05
6692,18.0,10.17,10.44
6693,17.0,7.79,16.3
6694,22.0,7.76,20.8
6695,25.0,7.92,20.94
6696,20.0,8.32,21.48
6697,19.0,9.58,28.59
6698,14.0,11.82,24.61
6699,12.0,12.31,20.78
6700,10.0,10.5,21.78
6701,11.0,11.21,21.0
6702,19.0,11.59,20.7
6703,23.0,10.25,20.31
6704,23.0,9.39,19.71
6705,21.0,7.38,16.89
6706,21.0,6.92,15.09
6707,,7.48,9.59
6708,21.0,8.34,6.54
6709,18.0,10.15,5.66
6710,15.0,10.99,6.15
6711,16.0,12.08,6.42
6712,20.0,8.84,8.16
6713,19.0,7.45,10.5
6714,23.0,9.04,11.33
6715,27.0,10.07,12.62
6716,29.0,12.12,16.04
6717,14.0,12.5,21.67
6718,11.0,14.19,20.6
6719,10.0,12.24,16.33
6720,9.0,10.05,19.55
6721,10.0,8.56,21.99
6722,12.0,8.7,12.27
6723,13.0,9.34,12.41
6724,15.0,8.09,14.58
6725,15.0,7.53,16.71
6726,10.0,7.37,12.62
6727,11.0,7.87,12.94
6728,15.0,6.22,15.49
6729,26.0,6.2,21.57
6730,26.0,7.25,20.53
6731,20.0,8.13,13.03
6732,24.0,7.85,21.56
6733,22.0,12.1,18.81
6734,20.0,11.81,
6735,15.0,11.01,14.25
6736,15.0,15.79,12.87
6737,19.0,17.45,12.99
6738,15.0,13.5,11.35
6739,20.0,12.8,14.41
6740,34.0,14.51,17.61
6741,51.0,21.69,27.55
6742,38.0,23.07,21.18
6743,25.0,25.41,16.82
6744,27.0,22.88,18.07
6745,29.0,17.41,17.42
6746,29.0,19.07,15.52
6747,22.0,20.92,16.92
6748,23.0,18.55,30.27
6749,26.0,18.26,40.06
6750,27.0,19.23,38.28
6751,28.0,18.57,35.53
6752,31.0,16.72,40.89
6753,34.0,22.31,40.17
6754,34.0,23.11,35.62
6755,29.0,20.64,28.87
6756,23.0,18.77,30.72
6757,28.0,15.62,17.04
6758,24.0,16.98,16.46
6759,21.0,16.94,14.1
6760,23.0,14.92,13.68
6761,27.0,,16.37
6762,22.0,,18.84
6763,26.0,,15.5
6764,29.0,,16.23
6765,34.0,,22.16
6766,28.0,,20.46
6767,39.0,,22.08
6768,25.0,,21.44
6769,26.0,25.0,19.67
6770,27.0,,23.25
6771,30.0,,40.15
6772,25.0,,35.05
6773,22.0,,32.71
6774,22.0,,37.71
6775,25.0,,34.93
6776,30.0,,35.42
6777,35.0,33.0,40.66
6778,26.0,29.0,44.21
6779,25.0,30.0,38.44
6780,26.0,28.0,35.26
6781,26.0,25.0,21.55
6782,27.0,27.0,17.91
6783,33.0,27.0,16.62
6784,28.0,24.0,16.5
6785,23.0,22.0,16.33
6786,28.0,13.0,16.38
6787,25.0,15.0,16.54
6788,20.0,14.0,17.55
6789,21.0,14.0,22.58
6790,20.0,12.0,24.01
6791,18.0,9.0,29.83
6792,24.0,7.0,31.8
6793,29.0,9.0,25.39
6794,24.0,10.0,26.8
6795,17.0,6.0,25.3
6796,17.0,5.0,22.49
6797,20.0,6.0,20.75
6798,20.0,11.0,22.52
6799,,11.0,32.9
6800,22.0,12.0,46.53
6801,23.0,12.0,49.76
6802,21.0,11.0,49.76
6803,20.0,18.0,37.73
6804,20.0,28.0,41.5
6805,19.0,43.0,36.0
6806,24.0,44.0,24.49
6807,22.0,30.0,23.19
6808,21.0,16.0,23.82
6809,16.0,7.0,23.13
6810,16.0,6.0,20.55
6811,,6.0,16.95
6812,,5.0,17.41
6813,18.0,7.0,16.9
6814,23.0,7.0,23.07
6815,27.0,5.0,23.59
6816,24.0,5.0,26.66
6817,32.0,5.0,43.09
6818,37.0,6.0,28.05
6819,42.0,5.0,23.67
6820,39.0,6.0,31.54
6821,39.0,6.0,32.9
6822,57.0,,29.36
6823,56.0,10.0,35.8
6824,54.0,14.0,28.99
6825,,16.0,29.17
6826,41.0,19.0,23.08
6827,32.0,36.0,30.15
6828,27.0,41.0,27.46
6829,21.0,38.0,18.88
6830,21.0,44.0,16.4
6831,,25.0,15.96
6832,17.0,13.0,19.87
6833,16.0,23.0,18.9
6834,16.0,14.0,15.33
6835,14.0,11.0,13.25
6836,22.0,10.0,12.6
6837,27.0,9.0,16.99
6838,40.0,10.0,17.13
6839,41.0,9.0,17.17
6840,35.0,11.0,18.46
6841,32.0,11.0,18.8
6842,35.0,10.0,26.49
6843,31.0,7.0,22.34
6844,34.0,7.0,20.7
6845,40.0,10.0,20.76
6846,50.0,12.0,22.54
6847,50.0,16.0,21.17
6848,53.0,15.0,23.35
6849,59.0,17.0,24.4
6850,56.0,31.0,19.97
6851,45.0,19.0,23.79
6852,22.0,15.0,21.98
6853,16.0,12.0,29.33
6854,11.0,13.0,29.91
6855,10.0,14.0,21.12
6856,9.0,11.0,21.37
6857,8.0,8.0,28.75
6858,12.0,8.0,22.4
6859,16.0,9.0,16.88
6860,31.0,10.0,16.55
6861,25.0,10.0,29.33
6862,47.0,,36.72
6863,40.0,9.0,38.58
6864,40.0,10.0,52.55
6865,26.0,10.0,47.16
6866,23.0,7.0,24.19
6867,18.0,8.0,20.11
6868,15.0,8.0,21.48
6869,14.0,9.0,26.68
6870,17.0,10.0,27.21
6871,14.0,9.0,25.56
6872,17.0,14.0,18.15
6873,18.0,16.0,23.49
6874,22.0,12.0,31.14
6875,24.0,10.0,28.07
6876,21.0,4.0,26.19
6877,21.0,4.0,18.15
6878,17.0,6.0,19.7
6879,19.0,5.0,23.08
6880,17.0,10.0,18.55
6881,12.0,6.0,20.16
6882,11.0,7.0,14.68
6883,11.0,9.0,16.62
6884,13.0,11.0,19.11
6885,18.0,13.0,29.26
6886,24.0,16.0,36.58
6887,27.0,21.0,48.3
6888,11.0,20.0,29.58
6889,9.0,12.0,27.92
6890,7.0,9.0,23.2
6891,8.0,9.0,21.6
6892,7.0,8.0,16.46
6893,7.0,14.0,21.7
6894,10.0,11.0,18.36
6895,10.0,11.0,17.55
6896,,13.0,16.66
6897,14.0,14.0,18.1
6898,15.0,12.0,13.95
6899,19.0,21.0,17.83
6900,19.0,21.0,21.2
6901,,15.0,16.66
6902,16.0,10.0,12.51
6903,17.0,10.0,12.19
6904,18.0,9.0,13.89
6905,18.0,12.0,13.36
6906,17.0,16.0,12.9
6907,16.0,19.0,12.6
6908,19.0,23.0,16.23
6909,28.0,27.0,19.14
6910,45.0,25.0,17.3
6911,50.0,22.0,13.85
6912,23.0,,16.48
6913,10.0,,21.79
6914,8.0,,25.62
6915,7.0,,19.07
6916,9.0,,17.4
6917,9.0,,17.95
6918,,,16.41
6919,10.0,,13.81
6920,12.0,,13.95
6921,19.0,,12.19
6922,20.0,,9.7
6923,18.0,6.0,13.98
6924,19.0,5.0,20.34
6925,23.0,4.0,14.94
6926,25.0,4.0,15.79
6927,20.0,9.0,15.91
6928,18.0,8.0,13.85
6929,17.0,8.0,14.71
6930,20.0,,14.75
6931,22.0,9.0,16.19
6932,27.0,11.0,14.12
6933,34.0,10.0,20.21
6934,35.0,9.0,21.93
6935,14.0,9.0,30.58
6936,8.0,,28.48
6937,6.0,11.0,20.52
6938,6.0,12.0,18.86
6939,,17.0,20.73
6940,8.0,27.0,9.9
6941,12.0,28.0,10.64
6942,11.0,36.0,15.2
6943,13.0,25.0,17.41
6944,15.0,24.0,17.0
6945,17.0,31.0,16.13
6946,20.0,37.0,13.94
6947,21.0,42.0,14.34
6948,23.0,21.0,17.24
6949,29.0,12.0,15.7
6950,28.0,10.0,10.98
6951,23.0,8.0,8.62
6952,21.0,8.0,7.51
6953,16.0,,9.27
6954,15.0,7.0,9.74
6955,8.0,7.0,12.01
6956,5.0,9.0,13.84
6957,5.0,13.0,12.73
6958,4.0,11.0,11.66
6959,4.0,11.0,12.13
6960,4.0,,9.96
6961,7.0,13.0,8.97
6962,10.0,16.0,9.36
6963,11.0,24.0,9.01
6964,11.0,18.0,9.93
6965,12.0,44.0,10.19
6966,12.0,12.0,9.26
6967,14.0,15.0,13.4
6968,14.0,20.0,12.18
6969,15.0,24.0,15.78
6970,15.0,21.0,16.97
6971,13.0,24.0,19.87
6972,10.0,25.0,16.71
6973,14.0,27.0,17.72
6974,16.0,23.0,15.05
6975,15.0,18.0,12.99
6976,13.0,17.0,9.85
6977,12.0,17.0,8.67
6978,11.0,19.0,9.1
6979,11.0,18.0,10.82
6980,10.0,18.0,8.88
6981,10.0,26.0,7.78
6982,13.0,26.0,8.55
6983,18.0,24.0,5.77
6984,21.0,31.0,4.59
6985,19.0,37.0,5.35
6986,16.0,33.0,6.18
6987,13.0,21.0,6.95
6988,12.0,23.0,7.68
6989,13.0,36.0,9.35
6990,12.0,46.0,8.09
6991,24.0,41.0,11.6
6992,20.0,54.0,13.07
6993,16.0,53.0,13.3
6994,15.0,53.0,12.34
6995,14.0,48.0,13.48
6996,14.0,48.0,15.46
6997,9.0,31.0,15.54
6998,10.0,19.0,10.59
6999,9.0,12.0,10.01
7000,9.0,8.0,9.54
7001,10.0,9.0,9.59
7002,9.0,10.0,9.55
7003,10.0,10.0,9.03
7004,13.0,11.0,10.84
7005,17.0,13.0,11.42
7006,22.0,12.0,11.35
7007,23.0,13.0,9.5
7008,18.0,26.0,7.83
7009,14.0,43.0,5.58
7010,16.0,47.0,6.89
7011,30.0,34.0,8.7
7012,34.0,34.0,7.49
7013,33.0,32.0,7.07
7014,35.0,29.0,6.98
7015,42.0,29.0,9.17
7016,44.0,,8.03
7017,42.0,46.0,6.86
7018,50.0,52.0,8.34
7019,33.0,67.0,10.96
7020,24.0,53.0,10.53
7021,23.0,22.0,11.42
7022,28.0,20.0,15.27
7023,25.0,19.0,9.99
7024,21.0,17.0,9.9
7025,16.0,14.0,9.01
7026,17.0,15.0,11.03
7027,21.0,21.0,9.97
7028,20.0,20.0,15.18
7029,26.0,21.0,18.76
7030,25.0,25.0,24.47
7031,21.0,29.0,42.71
7032,21.0,50.0,30.76
7033,33.0,60.0,13.9
7034,32.0,56.0,12.35
7035,28.0,60.0,9.37
7036,24.0,59.0,10.65
7037,36.0,50.0,11.81
7038,27.0,58.0,15.88
7039,30.0,59.0,13.73
7040,47.0,53.0,10.06
7041,48.0,42.0,10.79
7042,56.0,51.0,15.86
7043,40.0,53.0,20.5
7044,25.0,36.0,17.0
7045,24.0,26.0,17.45
7046,21.0,17.0,15.09
7047,18.0,20.0,10.73
7048,18.0,19.0,5.27
7049,29.0,12.0,9.31
7050,33.0,11.0,7.84
7051,23.0,13.0,7.71
7052,21.0,15.0,11.43
7053,32.0,34.0,11.41
7054,31.0,35.0,10.36
7055,31.0,41.0,8.91
7056,38.0,18.0,6.14
7057,27.0,16.0,6.44
7058,27.0,16.0,6.12
7059,,,4.77
7060,22.0,,4.77
7061,32.0,18.0,4.95
7062,30.0,19.0,7.5
7063,33.0,18.0,4.48
7064,29.0,16.0,4.65
7065,36.0,17.0,5.55
7066,51.0,18.0,6.19
7067,57.0,21.0,11.91
7068,77.0,22.0,5.65
7069,76.0,20.0,6.23
7070,36.0,25.0,7.54
7071,36.0,18.0,7.76
7072,33.0,18.0,10.23
7073,27.0,17.0,12.96
7074,18.0,14.0,19.21
7075,22.0,15.0,24.21
7076,27.0,20.0,9.54
7077,35.0,23.0,10.93
7078,33.0,30.0,13.53
7079,37.0,18.0,15.75
7080,30.0,12.0,24.65
7081,31.0,12.0,25.31
7082,25.0,,16.88
7083,19.0,13.0,13.68
7084,17.0,13.0,11.51
7085,15.0,,9.28
7086,13.0,14.0,9.09
7087,14.0,17.0,8.4
7088,23.0,15.0,9.13
7089,27.0,14.0,9.83
7090,27.0,16.0,9.26
7091,35.0,19.0,9.3
7092,44.0,19.0,12.94
7093,45.0,20.0,8.88
7094,45.0,22.0,8.08
7095,39.0,23.0,6.98
7096,24.0,24.0,7.37
7097,21.0,25.0,7.98
7098,25.0,25.0,9.56
7099,32.0,26.0,9.94
7100,48.0,25.0,11.33
7101,48.0,28.0,12.45
7102,39.0,33.0,12.19
7103,32.0,27.0,11.81
7104,29.0,24.0,11.94
7105,20.0,14.0,11.64
7106,18.0,10.0,11.82
7107,19.0,10.0,10.95
7108,20.0,11.0,13.01
7109,26.0,11.0,15.75
7110,33.0,10.0,18.76
7111,29.0,14.0,23.56
7112,33.0,18.0,27.28
7113,36.0,23.0,25.31
7114,36.0,24.0,21.05
7115,33.0,24.0,21.52
7116,34.0,,25.64
7117,32.0,28.0,22.25
7118,30.0,26.0,15.48
7119,32.0,20.0,16.08
7120,39.0,21.0,14.92
7121,38.0,20.0,10.51
7122,32.0,19.0,9.16
7123,26.0,20.0,9.91
7124,27.0,22.0,9.48
7125,32.0,25.0,11.9
7126,32.0,27.0,15.08
7127,,20.0,13.78
7128,43.0,13.0,16.4
7129,45.0,13.0,15.95
7130,46.0,12.0,23.38
7131,32.0,14.0,30.53
7132,11.0,18.0,25.43
7133,9.0,19.0,16.55
7134,7.0,20.0,14.79
7135,5.0,21.0,16.44
7136,6.0,22.0,19.88
7137,6.0,23.0,31.29
7138,5.0,22.0,32.66
7139,5.0,22.0,37.09
7140,5.0,23.0,50.38
7141,5.0,23.0,36.3
7142,5.0,22.0,20.04
7143,6.0,23.0,12.15
7144,6.0,22.0,14.2
7145,10.0,22.0,13.4
7146,11.0,,10.38
7147,11.0,21.0,9.6
7148,10.0,22.0,8.39
7149,10.0,23.0,12.29
7150,,13.0,12.74
7151,9.0,11.0,15.68
7152,8.0,11.0,20.04
7153,9.0,10.0,16.43
7154,17.0,9.0,14.79
7155,35.0,8.0,13.12
7156,23.0,8.0,14.29
7157,11.0,,20.97
7158,16.0,,29.68
7159,15.0,,40.45
7160,14.0,10.0,39.91
7161,17.0,12.0,32.94
7162,15.0,12.0,32.89
7163,24.0,,29.23
7164,13.0,13.0,30.71
7165,12.0,21.0,22.06
7166,11.0,17.0,25.09
7167,10.0,21.0,18.22
7168,9.0,23.0,20.29
7169,9.0,25.0,22.16
7170,,20.0,20.07
7171,,17.0,17.96
7172,12.0,15.0,16.3
7173,18.0,15.0,19.55
7174,15.0,13.0,26.18
7175,9.0,14.0,29.96
7176,7.0,10.0,43.02
7177,7.0,9.0,40.15
7178,16.0,8.0,26.54
7179,18.0,9.0,15.11
7180,12.0,9.0,10.89
7181,12.0,10.0,16.6
7182,,9.0,20.52
7183,,10.0,23.65
7184,15.0,10.0,23.09
7185,21.0,12.0,22.64
7186,23.0,13.0,25.9
7187,25.0,12.0,26.69
7188,24.0,12.0,25.44
7189,17.0,14.0,21.45
7190,20.0,14.0,13.6
7191,20.0,12.0,13.2
7192,16.0,9.0,15.44
7193,16.0,10.0,10.99
7194,14.0,10.0,11.35
7195,13.0,30.0,11.14
7196,14.0,31.0,13.16
7197,18.0,18.0,18.32
7198,27.0,16.0,16.43
7199,45.0,11.0,16.46
7200,47.0,9.0,17.44
7201,38.0,8.0,
7202,33.0,8.0,19.51
7203,32.0,9.0,9.32
7204,27.0,8.0,8.71
7205,23.0,9.0,10.24
7206,22.0,9.0,10.82
7207,32.0,,6.98
7208,36.0,,11.89
7209,38.0,11.0,12.47
7210,35.0,12.0,11.27
7211,31.0,14.0,8.41
7212,26.0,15.0,8.46
7213,23.0,13.0,9.37
7214,16.0,11.0,7.46
7215,13.0,10.0,6.39
7216,11.0,10.0,6.65
7217,11.0,9.0,7.31
7218,9.0,9.0,7.31
7219,9.0,10.0,8.29
7220,10.0,12.0,7.24
7221,10.0,17.0,14.31
7222,11.0,19.0,22.92
7223,10.0,13.0,22.99
7224,9.0,10.0,18.71
