hour_of_year,pm2.5_2022,pm2.5_2023,pm2.5_2024
8192,27.0,40.0,8.0
8193,29.0,46.0,4.0
8194,30.0,49.0,6.54
8195,30.0,54.0,4.69
8196,31.0,59.0,7.43
8197,30.0,53.0,10.95
8198,,38.0,9.99
8199,27.0,24.0,16.2
8200,27.0,21.0,26.29
8201,28.0,21.0,25.96
8202,34.0,17.0,29.05
8203,45.0,18.0,30.8
8204,48.0,25.0,33.62
8205,78.0,36.0,33.71
8206,92.0,58.0,19.94
8207,90.0,55.0,21.95
8208,100.0,54.0,17.31
8209,111.0,72.0,12.25
8210,79.0,60.0,12.16
8211,56.0,55.0,15.95
8212,34.0,49.0,15.04
8213,33.0,47.0,16.35
8214,36.0,50.0,17.19
8215,40.0,48.0,16.65
8216,41.0,46.0,18.45
8217,31.0,51.0,21.51
8218,26.0,56.0,24.81
8219,26.0,39.0,25.15
8220,,44.0,26.94
8221,27.0,39.0,30.15
8222,28.0,25.0,31.44
8223,32.0,11.0,36.63
8224,39.0,7.0,44.62
8225,43.0,8.0,53.47
8226,43.0,12.0,51.1
8227,42.0,16.0,63.89
8228,47.0,21.0,95.21
8229,55.0,15.0,102.51
8230,78.0,16.0,103.51
8231,94.0,14.0,108.29
8232,87.0,11.0,97.61
8233,47.0,9.0,102.79
8234,30.0,6.0,98.27
8235,21.0,5.0,89.83
8236,21.0,5.0,78.16
8237,,6.0,72.61
8238,20.0,6.0,74.38
8239,21.0,5.0,82.71
8240,22.0,4.0,61.92
8241,23.0,4.0,39.83
8242,25.0,4.0,35.73
8243,29.0,4.0,20.64
8244,29.0,4.0,13.22
8245,28.0,4.0,7.8
8246,30.0,4.0,5.79
8247,36.0,5.0,4.57
8248,,5.0,5.1
8249,44.0,7.0,8.13
8250,42.0,6.0,10.98
8251,37.0,11.0,13.81
8252,38.0,17.0,16.76
8253,55.0,14.0,24.12
8254,69.0,17.0,45.17
8255,78.0,17.0,57.82
8256,79.0,19.0,56.68
8257,68.0,13.0,55.82
8258,76.0,19.0,42.18
8259,58.0,15.0,39.59
8260,53.0,14.0,36.52
8261,29.0,16.0,33.29
8262,22.0,20.0,32.46
8263,38.0,19.0,43.09
8264,,21.0,46.96
8265,41.0,35.0,41.5
8266,30.0,41.0,52.74
8267,29.0,33.0,43.66
8268,25.0,29.0,29.9
8269,20.0,26.0,9.36
8270,18.0,27.0,8.52
8271,18.0,39.0,12.14
8272,,44.0,13.24
8273,,30.0,15.9
8274,,30.0,15.37
8275,24.0,27.0,11.86
8276,30.0,15.0,10.96
8277,39.0,13.0,11.21
8278,39.0,13.0,12.08
8279,37.0,18.0,9.14
8280,40.0,35.0,9.68
8281,27.0,37.0,8.87
8282,30.0,35.0,6.01
8283,28.0,28.0,4.95
8284,18.0,24.0,4.53
8285,16.0,22.0,4.28
8286,15.0,24.0,4.46
8287,17.0,36.0,5.88
8288,22.0,38.0,8.45
8289,30.0,38.0,11.77
8290,29.0,35.0,12.54
8291,26.0,33.0,8.02
8292,25.0,46.0,10.7
8293,31.0,40.0,11.78
8294,28.0,27.0,10.32
8295,27.0,23.0,16.6
8296,31.0,16.0,9.15
8297,34.0,16.0,7.55
8298,39.0,17.0,6.39
8299,42.0,18.0,6.38
8300,42.0,16.0,8.25
8301,57.0,18.0,12.94
8302,65.0,19.0,14.87
8303,76.0,18.0,12.73
8304,99.0,18.0,13.29
8305,89.0,20.0,13.65
8306,71.0,17.0,19.33
8307,77.0,17.0,13.82
8308,76.0,,16.8
8309,81.0,16.0,16.95
8310,34.0,16.0,13.4
8311,40.0,15.0,23.44
8312,45.0,13.0,20.17
8313,54.0,13.0,25.6
8314,55.0,14.0,18.48
8315,61.0,19.0,13.28
8316,48.0,17.0,13.6
8317,32.0,18.0,13.23
8318,27.0,19.0,10.81
8319,20.0,17.0,11.33
8320,20.0,17.0,10.22
8321,,28.0,10.02
8322,21.0,18.0,11.27
8323,22.0,18.0,14.49
8324,27.0,23.0,22.72
8325,42.0,26.0,38.68
8326,68.0,21.0,52.81
8327,73.0,27.0,74.17
8328,83.0,23.0,98.93
8329,43.0,19.0,90.13
8330,22.0,14.0,70.32
8331,15.0,9.0,49.88
8332,15.0,6.0,48.83
8333,14.0,5.0,36.51
8334,10.0,6.0,26.4
8335,7.0,5.0,27.14
8336,7.0,5.0,27.66
8337,8.0,6.0,33.4
8338,11.0,10.0,30.77
8339,8.0,10.0,23.71
8340,5.0,11.0,25.38
8341,5.0,6.0,32.68
8342,5.0,7.0,38.68
8343,7.0,8.0,37.64
8344,6.0,6.0,29.49
8345,6.0,7.0,19.71
8346,8.0,6.0,18.34
8347,7.0,7.0,18.47
8348,16.0,7.0,24.42
8349,21.0,,30.6
8350,22.0,11.0,44.95
8351,17.0,12.0,63.63
8352,24.0,9.0,78.43
8353,35.0,8.0,86.37
8354,28.0,8.0,64.52
8355,37.0,7.0,40.63
8356,29.0,4.0,32.89
8357,26.0,5.0,29.26
8358,34.0,5.0,34.8
8359,22.0,6.0,36.9
8360,25.0,14.0,37.9
8361,29.0,12.0,41.73
8362,28.0,11.0,31.7
8363,13.0,10.0,24.12
8364,17.0,12.0,25.14
8365,13.0,23.0,24.37
8366,9.0,24.0,23.6
8367,9.0,17.0,24.08
8368,10.0,16.0,34.57
8369,11.0,16.0,33.95
8370,10.0,22.0,23.77
8371,9.0,24.0,16.03
8372,17.0,32.0,18.49
8373,20.0,41.0,30.32
8374,23.0,29.0,50.4
8375,24.0,26.0,37.46
8376,15.0,16.0,29.04
8377,22.0,11.0,15.12
8378,15.0,11.0,13.2
8379,16.0,10.0,12.79
8380,14.0,7.0,12.8
8381,25.0,6.0,19.8
8382,16.0,5.0,30.28
8383,19.0,6.0,25.13
8384,17.0,6.0,21.95
8385,20.0,,26.87
8386,24.0,8.0,26.42
8387,24.0,9.0,25.22
8388,18.0,10.0,30.45
8389,14.0,7.0,32.14
8390,14.0,7.0,32.73
8391,10.0,6.0,32.61
8392,11.0,6.0,22.97
8393,12.0,,17.98
8394,16.0,,19.63
8395,18.0,8.0,24.84
8396,23.0,13.0,46.44
8397,32.0,21.0,66.4
8398,26.0,17.0,73.38
8399,14.0,47.0,43.73
8400,11.0,45.0,27.23
8401,8.0,62.0,15.41
8402,7.0,45.0,14.93
8403,8.0,86.0,21.66
8404,8.0,71.0,25.1
8405,7.0,51.0,27.38
8406,5.0,51.0,21.63
8407,5.0,61.0,21.17
8408,6.0,59.0,20.08
8409,7.0,49.0,20.74
8410,7.0,22.0,20.56
8411,8.0,17.0,27.33
8412,7.0,14.0,29.18
8413,7.0,11.0,27.37
8414,,10.0,26.68
8415,,10.0,28.71
8416,,,31.4
8417,16.0,14.0,26.65
8418,16.0,12.0,30.42
8419,,27.0,40.47
8420,11.0,50.0,44.57
8421,12.0,76.0,50.07
8422,12.0,162.0,57.41
8423,16.0,186.0,41.3
8424,12.0,117.0,27.59
8425,9.0,99.0,25.87
8426,8.0,143.0,23.73
8427,9.0,141.0,21.92
8428,10.0,98.0,20.0
8429,8.0,70.0,14.53
8430,7.0,54.0,12.92
8431,7.0,44.0,15.11
8432,8.0,50.0,17.59
8433,7.0,56.0,22.17
8434,6.0,62.0,27.26
8435,7.0,41.0,25.9
8436,9.0,29.0,22.84
8437,11.0,25.0,25.05
8438,16.0,23.0,22.94
8439,25.0,14.0,22.96
8440,24.0,8.0,22.35
8441,23.0,7.0,21.35
8442,18.0,9.0,18.36
8443,21.0,9.0,20.73
8444,23.0,11.0,24.66
8445,24.0,15.0,29.5
8446,28.0,12.0,24.63
8447,26.0,16.0,9.33
8448,23.0,19.0,10.73
8449,18.0,34.0,7.2
8450,12.0,38.0,10.4
8451,8.0,32.0,17.07
8452,12.0,36.0,19.63
8453,13.0,35.0,22.75
8454,15.0,28.0,14.19
8455,21.0,26.0,9.53
8456,10.0,33.0,10.54
8457,8.0,41.0,16.46
8458,5.0,30.0,28.16
8459,7.0,31.0,23.74
8460,10.0,24.0,22.8
8461,15.0,17.0,20.59
8462,18.0,12.0,17.7
8463,19.0,15.0,16.9
8464,17.0,14.0,14.06
8465,19.0,13.0,14.73
8466,16.0,12.0,16.57
8467,22.0,15.0,15.04
8468,28.0,21.0,12.11
8469,35.0,20.0,11.76
8470,41.0,14.0,10.75
8471,45.0,9.0,13.08
8472,51.0,10.0,13.95
8473,63.0,15.0,11.25
8474,69.0,15.0,8.35
8475,56.0,20.0,7.61
8476,48.0,24.0,7.62
8477,54.0,16.0,7.13
8478,52.0,18.0,7.49
8479,48.0,18.0,7.98
8480,54.0,21.0,7.43
8481,57.0,36.0,8.47
8482,62.0,32.0,10.02
8483,58.0,22.0,10.7
8484,48.0,20.0,11.73
8485,31.0,27.0,14.35
8486,15.0,33.0,17.53
8487,7.0,39.0,20.79
8488,7.0,42.0,23.53
8489,13.0,29.0,17.85
8490,12.0,22.0,13.47
8491,11.0,16.0,12.15
8492,14.0,24.0,14.36
8493,17.0,41.0,14.09
8494,18.0,44.0,16.16
8495,16.0,43.0,19.23
8496,14.0,21.0,16.65
8497,13.0,18.0,11.76
8498,12.0,19.0,10.07
8499,16.0,16.0,11.47
8500,17.0,17.0,13.27
8501,10.0,22.0,33.37
8502,9.0,19.0,15.79
8503,10.0,18.0,16.86
8504,10.0,22.0,20.93
8505,14.0,29.0,27.97
8506,12.0,26.0,30.05
8507,9.0,22.0,39.77
8508,9.0,26.0,24.41
8509,10.0,31.0,14.45
8510,9.0,39.0,17.85
8511,9.0,39.0,18.09
8512,10.0,,17.01
8513,12.0,34.0,13.89
8514,14.0,25.0,20.2
8515,19.0,24.0,15.2
8516,23.0,36.0,13.3
8517,24.0,52.0,17.22
8518,28.0,71.0,17.06
8519,24.0,79.0,19.03
8520,20.0,56.0,25.55
8521,19.0,61.0,13.78
8522,16.0,71.0,16.05
8523,20.0,50.0,12.62
8524,25.0,39.0,10.94
8525,30.0,24.0,11.33
8526,40.0,21.0,11.37
8527,44.0,25.0,10.97
8528,50.0,31.0,10.19
8529,53.0,29.0,9.34
8530,63.0,36.0,11.79
8531,75.0,33.0,6.74
8532,84.0,31.0,6.95
8533,73.0,29.0,17.31
8534,51.0,28.0,16.01
8535,41.0,25.0,13.9
8536,43.0,25.0,16.77
8537,31.0,29.0,15.7
8538,26.0,27.0,25.68
8539,40.0,23.0,18.56
8540,39.0,25.0,20.43
8541,39.0,,19.49
8542,27.0,,26.26
8543,16.0,,21.62
8544,20.0,,19.46
8545,19.0,22.45,12.86
8546,14.0,20.2,12.56
8547,11.0,20.2,9.16
8548,10.0,18.54,9.97
8549,8.0,18.54,15.78
8550,8.0,17.73,19.0
8551,9.0,17.73,16.11
8552,8.0,19.41,15.87
8553,8.0,19.41,13.89
8554,9.0,17.28,16.29
8555,9.0,17.28,22.37
8556,10.0,,18.86
8557,10.0,,14.45
8558,12.0,18.91,15.39
8559,11.0,20.54,15.32
8560,11.0,23.99,11.76
8561,12.0,26.6,9.93
8562,10.0,24.69,10.86
8563,14.0,30.64,11.51
8564,22.0,26.1,12.73
8565,20.0,25.69,15.66
8566,20.0,31.04,14.87
8567,19.0,27.85,16.49
8568,17.0,26.0,10.77
8569,13.0,30.0,
8570,11.0,40.0,8.41
8571,16.0,30.0,8.94
8572,9.0,27.0,10.38
8573,7.0,28.0,8.95
8574,6.0,34.0,10.32
8575,6.0,33.0,10.39
8576,5.0,32.0,24.38
8577,5.0,31.0,36.29
8578,5.0,25.0,38.39
8579,6.0,25.0,33.73
8580,7.0,18.0,33.85
8581,11.0,9.0,31.3
8582,15.0,6.0,31.78
8583,19.0,6.0,33.48
8584,19.0,8.0,20.65
8585,,8.0,10.68
8586,21.0,9.0,10.18
8587,25.0,17.0,11.31
8588,26.0,30.0,17.38
8589,33.0,37.0,19.67
8590,50.0,45.0,21.36
8591,58.0,56.0,25.11
8592,60.0,59.0,22.37
8593,45.0,73.69,28.17
8594,38.0,,50.48
8595,,,42.98
8596,94.0,,29.55
8597,73.0,,16.74
8598,63.0,,22.48
8599,72.0,,32.92
8600,61.0,,33.8
8601,58.0,,31.12
8602,62.0,23.21,32.84
8603,63.0,12.2,33.53
8604,48.0,8.11,37.54
8605,27.0,6.27,39.55
8606,13.0,7.88,34.1
8607,11.0,8.84,31.88
8608,13.0,7.9,35.35
8609,21.0,9.79,33.68
8610,36.0,11.48,33.38
8611,36.0,17.76,33.33
8612,54.0,13.56,62.21
8613,40.0,16.27,125.62
8614,49.0,13.13,231.54
8615,39.0,10.3,203.47
8616,30.0,7.36,192.62
8617,30.77,6.0,91.35
8618,46.86,6.0,69.83
8619,48.78,,41.78
8620,49.92,,25.69
8621,58.81,5.0,21.56
8622,67.77,5.0,21.29
8623,76.22,5.0,18.99
8624,79.4,6.0,15.86
8625,83.77,6.0,15.16
8626,90.42,7.0,14.96
8627,85.33,7.0,13.64
8628,86.23,,14.25
8629,82.35,8.0,15.34
8630,57.53,10.0,16.03
8631,47.37,13.0,15.06
8632,35.33,16.0,20.94
8633,32.63,19.0,26.85
8634,30.0,20.0,31.37
8635,34.95,17.0,29.44
8636,39.35,20.0,34.9
8637,35.47,21.0,33.66
8638,27.79,23.0,27.09
8639,30.54,26.0,25.26
8640,28.51,22.0,24.13
8641,,30.0,27.46
8642,20.0,42.0,27.32
8643,16.0,41.0,30.18
8644,12.0,29.0,29.52
8645,19.0,24.0,34.01
8646,22.0,33.0,32.03
8647,24.0,35.0,36.96
8648,33.0,41.0,42.21
8649,38.0,43.0,44.14
8650,50.0,52.0,54.48
8651,29.0,47.0,55.96
8652,18.0,32.0,40.29
8653,9.0,18.0,27.81
8654,19.0,16.0,27.62
8655,21.0,12.0,24.06
8656,20.0,9.0,25.63
8657,14.0,10.0,22.52
8658,11.0,11.0,26.68
8659,13.0,15.0,19.47
8660,17.0,17.0,18.22
8661,24.0,20.0,19.67
8662,20.0,20.0,21.08
8663,17.0,17.0,25.53
8664,20.0,28.0,27.12
8665,19.0,35.0,34.91
8666,18.0,37.0,42.04
8667,34.0,18.0,43.93
8668,32.0,8.0,44.71
8669,35.0,8.0,50.26
8670,35.0,5.0,69.67
8671,31.0,5.0,52.25
8672,40.0,6.0,62.34
8673,50.0,10.0,60.67
8674,50.0,13.0,64.49
8675,,16.0,47.93
8676,84.0,16.0,36.14
8677,104.0,10.0,31.12
8678,62.0,7.0,27.67
8679,37.0,9.0,26.19
8680,29.0,11.0,27.41
8681,21.0,10.0,28.07
8682,19.0,11.0,24.2
8683,16.0,9.0,24.72
8684,25.0,12.0,40.79
8685,44.0,18.0,43.56
8686,62.0,16.0,43.43
8687,49.0,18.0,35.96
8688,51.0,29.0,35.66
8689,50.0,54.0,46.31
8690,65.0,46.0,35.14
8691,51.0,38.0,39.39
8692,38.0,28.0,40.54
8693,30.0,26.0,48.75
8694,27.0,28.0,55.5
8695,40.0,29.0,56.64
8696,40.0,28.0,47.68
8697,10.0,31.0,56.83
8698,7.0,34.0,54.55
8699,13.0,44.0,32.88
8700,9.0,23.0,22.15
8701,10.0,14.0,12.3
8702,9.0,8.0,8.21
8703,9.0,5.0,9.22
8704,,6.0,7.8
8705,14.0,7.0,9.04
8706,37.0,9.0,7.5
8707,42.0,9.0,13.74
8708,45.0,,16.87
8709,40.0,16.0,16.55
8710,18.0,16.0,22.6
8711,17.0,24.0,38.95
8712,16.0,44.0,87.0
8713,16.0,42.0,68.49
8714,18.0,22.0,52.93
8715,23.0,32.0,28.98
8716,24.0,48.0,23.78
8717,23.0,43.0,42.12
8718,27.0,43.0,31.88
8719,29.0,,31.48
8720,34.0,,24.05
8721,42.0,44.0,31.25
8722,50.0,43.0,38.05
8723,29.0,38.0,42.08
8724,20.0,48.0,52.96
8725,21.0,42.0,27.19
8726,15.0,31.0,10.38
8727,20.0,24.0,9.45
8728,16.0,14.0,8.01
8729,20.0,13.0,10.3
8730,15.0,11.0,10.33
8731,24.0,13.0,16.01
8732,28.0,18.0,24.03
8733,37.0,34.0,51.14
8734,28.0,32.0,82.88
8735,24.0,23.0,100.25
8736,18.0,29.0,108.22
8737,28.0,29.0,85.15
8738,38.0,73.0,72.21
8739,59.0,64.0,58.8
8740,65.0,55.0,33.49
8741,51.0,48.0,36.28
8742,49.0,52.0,46.58
8743,49.0,38.0,47.64
8744,50.0,31.0,47.24
8745,45.0,27.0,46.67
8746,46.0,31.0,42.37
8747,39.0,32.0,24.13
8748,39.0,26.0,19.76
8749,21.0,27.0,14.94
8750,19.0,24.0,15.98
8751,21.0,28.0,16.03
8752,21.0,38.0,16.64
8753,19.0,22.0,11.8
8754,19.0,19.0,11.45
8755,21.0,26.0,14.24
8756,52.0,89.0,34.32
8757,,253.0,55.77
8758,,777.0,53.8
8759,158.0,763.0,54.82
8760,177.0,773.0,90.97
