hour_of_year,pm2.5_2022,pm2.5_2023,pm2.5_2024
1383,7.0,39.0,50.0
1384,9.0,48.0,37.0
1385,9.0,14.0,26.0
1386,10.0,7.0,22.0
1387,17.0,19.0,9.0
1388,18.0,14.0,
1389,19.0,9.0,
1390,20.0,5.0,6.0
1391,12.0,14.0,21.0
1392,10.0,22.0,31.0
1393,13.0,20.0,31.0
1394,9.0,18.0,26.0
1395,20.0,27.0,21.0
1396,16.0,31.0,42.0
1397,15.0,28.0,52.0
1398,23.0,17.0,62.0
1399,27.0,25.0,28.0
1400,31.0,36.0,7.0
1401,29.0,50.0,13.0
1402,24.0,65.0,21.0
1403,29.0,65.0,31.0
1404,18.0,52.0,58.0
1405,13.0,49.0,70.0
1406,8.0,57.0,40.0
1407,12.0,60.0,21.0
1408,8.0,58.0,24.0
1409,9.0,45.0,26.0
1410,9.0,39.0,17.0
1411,8.0,24.0,18.0
1412,12.0,11.0,21.0
1413,14.0,23.0,13.0
1414,13.0,16.0,15.0
1415,14.0,16.0,20.0
1416,17.0,15.0,37.0
1417,,,44.0
1418,21.0,26.0,41.0
1419,20.0,24.0,36.0
1420,8.0,22.0,40.0
1421,16.0,25.0,25.0
1422,13.0,25.0,18.0
1423,13.0,29.0,12.0
1424,14.0,34.0,8.0
1425,22.0,44.0,8.0
1426,29.0,46.0,16.0
1427,27.0,58.0,12.0
1428,26.0,66.0,17.0
1429,18.0,65.0,18.0
1430,21.0,73.0,20.0
1431,32.0,78.0,22.0
1432,28.0,24.0,25.0
1433,25.0,,23.0
1434,18.0,,19.0
1435,14.0,,25.0
1436,13.0,,24.0
1437,9.0,,29.0
1438,15.0,,38.0
1439,24.0,8.0,28.0
1440,24.0,,23.0
1441,16.0,4.0,
1442,10.0,18.0,23.0
1443,11.0,26.0,15.0
1444,9.0,23.0,29.0
1445,8.0,29.0,17.0
1446,12.0,24.0,23.0
1447,12.0,19.0,24.0
1448,13.0,9.0,31.0
1449,17.0,14.0,26.0
1450,23.0,31.0,40.0
1451,17.0,49.0,49.0
1452,18.0,49.0,30.0
1453,19.0,46.0,17.0
1454,16.0,53.0,19.0
1455,33.0,71.0,22.0
1456,36.0,74.0,24.0
1457,23.0,46.0,31.0
1458,23.0,20.0,29.0
1459,32.0,6.0,17.0
1460,27.0,11.0,16.0
1461,30.0,23.0,12.0
1462,29.0,19.0,15.0
1463,29.0,26.0,19.0
1464,36.0,24.0,28.0
1465,24.0,63.0,26.0
1466,22.0,46.0,23.0
1467,24.0,18.0,27.0
1468,22.0,13.0,20.0
1469,17.0,12.0,14.0
1470,13.0,14.0,17.0
1471,13.0,10.0,15.0
1472,,5.0,26.0
1473,15.0,7.0,43.0
1474,13.0,13.0,52.0
1475,14.0,17.0,40.0
1476,18.0,19.0,18.0
1477,25.0,10.0,33.0
1478,22.0,18.0,47.0
1479,19.0,19.0,33.0
1480,20.0,11.0,34.0
1481,30.0,23.0,20.0
1482,48.0,21.0,11.0
1483,36.0,17.0,7.0
1484,20.0,16.0,4.0
1485,22.0,14.0,12.0
1486,,24.0,15.0
1487,16.0,29.0,23.0
1488,9.0,27.0,34.0
1489,9.0,22.0,36.0
1490,13.0,31.0,26.0
1491,10.0,15.0,20.0
1492,8.0,5.0,17.0
1493,8.0,6.0,23.0
1494,10.0,11.0,20.0
1495,8.0,12.0,28.0
1496,8.0,18.0,26.0
1497,14.0,28.0,29.0
1498,16.0,42.0,32.0
1499,17.0,38.0,36.0
1500,23.0,29.0,37.0
1501,34.0,26.0,38.0
1502,22.0,33.0,24.0
1503,27.0,36.0,30.0
1504,42.0,24.0,30.0
1505,45.0,26.0,27.0
1506,32.0,22.0,22.0
1507,22.0,26.0,9.0
1508,18.0,13.0,19.0
1509,10.0,8.0,26.0
1510,7.0,11.0,28.0
1511,15.0,12.0,24.0
1512,15.0,7.0,29.0
1513,11.0,7.0,23.0
1514,24.0,2.0,21.0
1515,14.0,,20.0
1516,15.0,8.0,18.0
1517,11.0,14.0,21.0
1518,8.0,19.0,25.0
1519,,13.0,23.0
1520,11.0,12.0,28.0
1521,14.0,8.0,32.0
1522,20.0,13.0,33.0
1523,20.0,16.0,26.0
1524,29.0,22.0,38.0
1525,41.0,22.0,42.0
1526,44.0,20.0,44.0
1527,36.0,15.0,36.0
1528,39.0,22.0,37.0
1529,38.0,26.0,27.0
1530,41.0,22.0,22.0
1531,23.0,20.0,26.0
1532,35.0,15.0,25.0
1533,18.0,6.0,28.0
1534,22.0,11.0,27.0
1535,34.0,7.0,36.0
1536,27.0,24.0,38.0
1537,19.0,25.0,26.0
1538,16.0,23.0,29.0
1539,21.0,17.0,47.0
1540,17.0,18.0,40.0
1541,17.0,17.0,33.0
1542,18.0,16.0,31.0
1543,15.0,18.0,33.0
1544,17.0,16.0,39.0
1545,19.0,17.0,42.0
1546,20.0,22.0,38.0
1547,23.0,21.0,31.0
1548,26.0,28.0,19.0
1549,33.0,23.0,27.0
1550,34.0,33.0,51.0
1551,39.0,42.0,47.0
1552,43.0,48.0,21.0
1553,49.0,43.0,8.0
1554,33.0,26.0,9.0
1555,23.0,18.0,5.0
1556,18.0,19.0,4.0
1557,23.0,15.0,7.0
1558,28.0,6.0,6.0
1559,38.0,11.0,8.0
1560,28.0,26.0,14.0
1561,28.0,32.0,26.0
1562,24.0,28.0,39.0
1563,33.0,27.0,38.0
1564,30.0,25.0,50.0
1565,30.0,24.0,52.0
1566,29.0,21.0,44.0
1567,29.0,29.0,41.0
1568,31.0,26.0,42.0
1569,28.0,27.0,44.0
1570,35.0,26.0,33.0
1571,27.0,35.0,38.0
1572,16.0,39.0,44.0
1573,19.0,46.0,47.0
1574,11.0,52.0,44.0
1575,11.0,60.0,39.0
1576,9.0,74.0,46.0
1577,6.0,61.0,37.0
1578,9.0,51.0,38.0
1579,8.0,34.0,30.0
1580,10.0,21.0,26.0
1581,11.0,22.0,29.0
1582,5.0,19.0,34.0
1583,7.0,22.0,23.0
1584,6.0,18.0,27.0
1585,4.0,14.0,28.0
1586,8.0,15.0,21.0
1587,9.0,10.0,22.0
1588,10.0,11.0,25.0
1589,6.0,10.0,39.0
1590,10.0,11.0,28.0
1591,10.0,14.0,28.0
1592,20.0,17.0,35.0
1593,18.0,19.0,42.0
1594,19.0,24.0,29.0
1595,22.0,19.0,28.0
1596,19.0,30.0,34.0
1597,13.0,34.0,39.0
1598,10.0,43.0,49.0
1599,16.0,59.0,51.0
1600,24.0,58.0,59.0
1601,19.0,52.0,45.0
1602,14.0,54.0,41.0
1603,25.0,44.0,38.0
1604,17.0,35.0,26.0
1605,11.0,28.0,26.0
1606,11.0,9.0,24.0
1607,15.0,4.0,33.0
1608,,20.0,33.0
1609,,12.0,46.0
1610,,7.0,35.0
1611,16.0,,32.0
1612,8.0,12.0,50.0
1613,10.0,12.0,48.0
1614,14.0,15.0,45.0
1615,15.0,15.0,42.0
1616,15.0,21.0,42.0
1617,,23.0,48.0
1618,20.0,22.0,56.0
1619,17.0,26.0,39.0
1620,22.0,30.0,
1621,28.0,35.0,
1622,21.0,42.0,12.0
1623,12.0,51.0,22.0
1624,,55.0,35.0
1625,,62.0,28.0
1626,,55.0,25.0
1627,17.0,43.0,10.0
1628,9.0,19.0,
1629,16.0,15.0,
1630,17.0,16.0,8.0
1631,10.0,26.0,13.0
1632,16.0,27.0,28.0
1633,10.0,18.0,34.0
1634,9.0,12.0,42.0
1635,14.0,13.0,19.0
1636,13.0,12.0,4.0
1637,10.0,8.0,4.0
1638,14.0,11.0,4.0
1639,15.0,13.0,5.0
1640,11.0,12.0,13.0
1641,17.0,17.0,7.0
1642,32.0,25.0,6.0
1643,36.0,28.0,15.0
1644,26.0,30.0,10.0
1645,20.0,34.0,11.0
1646,14.0,40.0,7.0
1647,23.0,39.0,11.0
1648,23.0,43.0,7.0
1649,18.0,44.0,4.0
1650,,27.0,10.0
1651,15.0,10.0,12.0
1652,12.0,,16.0
1653,10.0,8.0,17.0
1654,21.0,11.0,16.0
1655,14.0,22.0,13.0
1656,13.0,19.0,14.0
1657,7.0,23.0,8.0
1658,,43.0,9.0
1659,12.0,25.0,9.0
1660,14.0,26.0,2.0
1661,17.0,21.0,3.0
1662,17.0,22.0,4.0
1663,16.0,21.0,
1664,18.0,29.0,
1665,23.0,28.0,4.0
1666,30.0,32.0,8.0
1667,33.0,37.0,13.0
1668,31.0,42.0,18.0
1669,26.0,39.0,6.0
1670,15.0,50.0,3.0
1671,7.0,59.0,9.0
1672,11.0,49.0,13.0
1673,19.0,34.0,17.0
1674,30.0,38.0,23.0
1675,27.0,34.0,14.0
1676,26.0,23.0,11.0
1677,26.0,23.0,10.0
1678,23.0,22.0,13.0
1679,24.0,36.0,11.0
1680,25.0,44.0,9.0
1681,21.0,36.0,8.0
1682,,35.0,6.0
1683,9.0,36.0,4.0
1684,6.0,42.0,7.0
1685,3.0,43.0,12.0
1686,,38.0,22.0
1687,,46.0,22.0
1688,5.0,41.0,18.0
1689,8.0,36.0,14.0
1690,9.0,11.0,16.0
1691,11.0,18.0,4.0
1692,9.0,40.0,13.0
1693,8.0,49.0,7.0
1694,11.0,40.0,13.0
1695,15.0,29.0,16.0
1696,15.0,24.0,18.0
1697,16.0,17.0,18.0
1698,18.0,18.0,
1699,12.0,24.0,
1700,10.0,,13.0
1701,2.0,,16.0
1702,5.0,,25.0
1703,16.0,,9.0
1704,23.0,,6.0
1705,11.0,4.0,18.0
1706,23.0,17.0,
1707,16.0,19.0,5.0
1708,7.0,13.0,13.0
1709,7.0,9.0,15.0
1710,4.0,15.0,8.0
1711,8.0,20.0,
1712,10.0,16.0,
1713,11.0,9.0,11.0
1714,19.0,,10.0
1715,19.0,9.0,17.0
1716,14.0,4.0,18.0
1717,19.0,9.0,26.0
1718,16.0,11.0,32.0
1719,18.0,14.0,3.0
1720,23.0,14.0,26.0
1721,23.0,10.0,57.0
1722,18.0,15.0,52.0
1723,13.0,16.0,28.0
1724,9.0,14.0,24.0
1725,,15.0,17.0
1726,15.0,17.0,31.0
1727,14.0,21.0,29.0
1728,7.0,15.0,20.0
1729,3.0,5.0,26.0
1730,6.0,7.0,20.0
1731,8.0,9.0,
1732,9.0,9.0,11.0
1733,8.0,7.0,8.0
1734,9.0,6.0,
1735,11.0,7.0,15.0
1736,17.0,13.0,22.0
1737,25.0,11.0,24.0
1738,25.0,14.0,50.0
1739,19.0,9.0,57.0
1740,19.0,5.0,35.0
1741,15.0,4.0,39.0
1742,9.0,13.0,52.0
1743,15.0,10.0,47.0
1744,16.0,12.0,24.0
1745,21.0,12.0,19.0
1746,25.0,8.0,20.0
1747,35.0,4.0,11.0
1748,33.0,6.0,
1749,28.0,11.0,
1750,28.0,15.0,5.0
1751,,31.0,14.0
1752,,26.0,4.0
1753,,9.0,14.0
1754,,7.0,22.0
1755,,8.0,21.0
1756,,9.0,17.0
1757,,3.0,17.0
1758,,4.0,19.0
1759,,2.0,22.0
1760,,7.0,22.0
1761,,8.0,24.0
1762,30.0,8.0,
1763,31.0,12.0,
1764,20.0,16.0,
1765,13.0,23.0,46.0
1766,10.0,,57.0
1767,11.0,26.0,62.0
1768,13.0,32.0,52.0
1769,11.0,31.0,26.0
1770,13.0,15.0,17.0
1771,13.0,22.0,14.0
1772,16.0,26.0,10.0
1773,20.0,19.0,12.0
1774,,20.0,20.0
1775,24.0,18.0,25.0
1776,28.0,15.0,30.0
1777,21.0,10.0,31.0
1778,20.0,17.0,33.0
1779,15.0,15.0,26.0
1780,19.0,14.0,27.0
1781,12.0,14.0,31.0
1782,22.0,8.0,31.0
1783,33.0,8.0,30.0
1784,33.0,10.0,38.0
1785,31.0,10.0,41.0
1786,43.0,13.0,50.0
1787,40.0,24.0,54.0
1788,31.0,33.0,48.0
1789,21.0,41.0,49.0
1790,25.0,41.0,56.0
1791,26.0,50.0,59.0
1792,26.0,44.0,44.0
1793,24.0,45.0,32.0
1794,22.0,33.0,27.0
1795,21.0,18.0,26.0
1796,17.0,14.0,22.0
1797,17.0,9.0,11.0
1798,10.0,4.0,16.0
1799,9.0,8.0,18.0
1800,8.0,20.0,20.0
1801,14.0,25.0,17.0
1802,5.0,16.0,20.0
1803,8.0,14.0,10.0
1804,8.0,15.0,
1805,11.0,20.0,
1806,14.0,23.0,5.0
1807,13.0,7.0,7.0
1808,21.0,,11.0
1809,26.0,,17.0
1810,39.0,,10.0
1811,42.0,,5.0
1812,53.0,,9.0
1813,44.0,,9.0
1814,26.0,,12.0
1815,20.0,,22.0
1816,20.0,,26.0
1817,16.0,,24.0
1818,10.0,,30.0
1819,15.0,18.0,39.0
1820,10.0,23.0,32.0
1821,,14.0,38.0
1822,13.0,13.0,37.0
1823,19.0,9.0,37.0
1824,24.0,8.0,29.0
1825,35.0,4.0,31.0
1826,27.0,2.0,27.0
1827,15.0,5.0,18.0
1828,16.0,2.0,6.0
1829,12.0,3.0,
1830,19.0,3.0,4.0
1831,17.0,5.0,8.0
1832,14.0,7.0,10.0
1833,18.0,8.0,12.0
1834,60.0,10.0,7.0
1835,88.0,12.0,11.0
1836,68.0,17.0,12.0
1837,60.0,19.0,11.0
1838,44.0,22.0,11.0
1839,33.0,18.0,15.0
1840,31.0,12.0,16.0
1841,28.0,18.0,15.0
1842,36.0,27.0,12.0
1843,24.0,16.0,14.0
1844,15.0,16.0,13.0
1845,18.0,13.0,15.0
1846,19.0,10.0,12.0
1847,28.0,4.0,9.0
1848,28.0,4.0,5.0
1849,22.0,2.0,3.0
1850,22.0,2.0,
1851,23.0,8.0,2.0
1852,17.0,5.0,
1853,20.0,4.0,
1854,18.0,4.0,2.0
1855,23.0,3.0,
1856,24.0,4.0,
1857,23.0,6.0,
1858,26.0,5.0,2.0
1859,19.0,9.0,
1860,15.0,3.0,
1861,19.0,5.0,9.0
1862,20.0,10.0,8.0
1863,18.0,10.0,6.0
1864,11.0,23.0,9.0
1865,9.0,25.0,9.0
1866,14.0,31.0,2.0
1867,11.0,27.0,
1868,10.0,12.0,11.0
1869,12.0,7.0,14.0
1870,10.0,12.0,10.0
1871,14.0,9.0,6.0
1872,,12.0,4.0
1873,12.0,10.0,4.0
1874,,15.0,14.0
1875,,13.0,11.0
1876,7.0,8.0,5.0
1877,8.0,4.0,10.0
1878,3.0,5.0,9.0
1879,,4.0,11.0
1880,5.0,6.0,8.0
1881,9.0,8.0,15.0
1882,14.0,3.0,14.0
1883,15.0,9.0,14.0
1884,19.0,8.0,11.0
1885,18.0,8.0,6.0
1886,22.0,10.0,6.0
1887,23.0,16.0,8.0
1888,21.0,17.0,21.0
1889,14.0,17.0,17.0
1890,13.0,18.0,17.0
1891,13.0,20.0,13.0
1892,14.0,19.0,12.0
1893,12.0,16.0,16.0
1894,14.0,21.0,16.0
1895,19.0,30.0,13.0
1896,15.0,23.0,14.0
1897,11.0,21.0,11.0
1898,8.0,,5.0
1899,9.0,4.0,8.0
1900,8.0,13.0,8.0
1901,8.0,12.0,3.0
1902,7.0,11.0,9.0
1903,8.0,15.0,7.0
1904,8.0,20.0,15.0
1905,11.0,30.0,8.0
1906,13.0,33.0,9.0
1907,16.0,,14.0
1908,22.0,25.0,16.0
1909,24.0,18.0,15.0
1910,26.0,18.0,18.0
1911,23.0,23.0,32.0
1912,20.0,32.0,21.0
1913,29.0,29.0,18.0
1914,46.0,33.0,24.0
1915,33.0,44.0,26.0
1916,24.0,27.0,17.0
1917,14.0,14.0,17.0
1918,13.0,10.0,20.0
1919,14.0,11.0,16.0
1920,24.0,18.0,10.0
1921,24.0,27.0,13.0
1922,18.0,26.0,
1923,27.0,18.0,
1924,12.0,16.0,6.0
1925,8.0,15.0,10.0
1926,7.0,19.0,12.0
1927,13.0,12.0,9.0
1928,9.0,18.0,18.0
1929,12.0,23.0,21.0
1930,20.0,31.0,30.0
1931,31.0,31.0,26.0
1932,22.0,33.0,16.0
1933,15.0,40.0,11.0
1934,19.0,33.0,11.0
1935,21.0,30.0,30.0
1936,20.0,37.0,17.0
1937,15.0,39.0,17.0
1938,14.0,42.0,14.0
1939,13.0,32.0,12.0
1940,10.0,16.0,14.0
1941,14.0,12.0,8.0
1942,15.0,10.0,18.0
1943,19.0,14.0,23.0
1944,15.0,13.0,27.0
1945,12.0,13.0,27.0
1946,3.0,10.0,28.0
1947,8.0,7.0,15.0
1948,16.0,12.0,18.0
1949,17.0,13.0,25.0
1950,14.0,12.0,26.0
1951,23.0,20.0,20.0
1952,24.0,21.0,31.0
1953,28.0,23.0,24.0
1954,40.0,22.0,37.0
1955,46.0,30.0,39.0
1956,43.0,35.0,31.0
1957,34.0,43.0,19.0
1958,31.0,50.0,22.0
1959,24.0,54.0,23.0
1960,24.0,48.0,18.0
1961,26.0,49.0,20.0
1962,24.0,33.0,15.0
1963,26.0,15.0,12.0
1964,29.0,17.0,6.0
1965,27.0,11.0,
1966,12.0,15.0,
1967,3.0,8.0,11.0
1968,9.0,14.0,27.0
1969,12.0,13.0,18.0
1970,17.0,18.0,24.0
1971,12.0,18.0,20.0
1972,15.0,19.0,13.0
1973,13.0,19.0,27.0
1974,9.0,12.0,22.0
1975,22.0,15.0,18.0
1976,19.0,21.0,19.0
1977,28.0,26.0,27.0
1978,36.0,34.0,14.0
1979,31.0,43.0,7.0
1980,27.0,37.0,11.0
1981,19.0,44.0,16.0
1982,13.0,55.0,15.0
1983,11.0,42.0,14.0
1984,6.0,30.0,19.0
1985,6.0,19.0,16.0
1986,10.0,17.0,8.0
1987,10.0,,
1988,8.0,4.0,5.0
1989,10.0,,11.0
1990,19.0,2.0,16.0
1991,39.0,21.0,12.0
1992,30.0,35.0,12.0
1993,34.0,27.0,18.0
1994,31.0,21.0,17.0
1995,28.0,27.0,17.0
1996,26.0,40.0,6.0
1997,38.0,31.0,7.0
1998,46.0,25.0,10.0
1999,40.0,,12.0
2000,39.0,,11.0
2001,55.0,,8.0
2002,64.0,13.0,11.0
2003,48.0,15.0,18.0
2004,33.0,11.0,14.0
2005,36.0,7.0,15.0
2006,33.0,14.0,20.0
2007,24.0,31.0,21.0
2008,30.0,34.0,20.0
2009,30.0,22.0,30.0
2010,23.0,19.0,22.0
2011,19.0,8.0,18.0
2012,16.0,3.0,18.0
2013,11.0,,24.0
2014,23.0,8.0,36.0
2015,27.0,23.0,29.0
2016,19.0,27.0,19.0
2017,16.0,20.0,12.0
2018,16.0,13.0,5.0
2019,14.0,38.0,6.0
2020,18.0,43.0,9.0
2021,,35.0,12.0
2022,16.0,30.0,16.0
2023,20.0,30.0,17.0
2024,29.0,36.0,30.0
2025,52.0,32.0,28.0
2026,55.0,38.0,23.0
2027,,40.0,18.0
2028,29.0,34.0,30.0
2029,35.0,39.0,29.0
2030,46.0,32.0,27.0
2031,38.0,39.0,27.0
2032,34.0,52.0,
2033,32.0,45.0,2.0
2034,23.0,34.0,10.0
2035,26.0,23.0,13.0
2036,14.0,14.0,7.0
2037,13.0,12.0,
2038,16.0,7.0,
2039,,12.0,19.0
2040,,25.0,23.0
2041,18.0,29.0,21.0
2042,13.0,27.0,13.0
2043,9.0,26.0,6.0
2044,8.0,22.0,8.0
2045,10.0,24.0,7.0
2046,9.0,22.0,9.0
2047,12.0,30.0,15.0
2048,13.0,28.0,12.0
2049,13.0,32.0,16.0
2050,18.0,38.0,38.0
2051,20.0,33.0,23.0
2052,20.0,29.0,8.0
2053,19.0,25.0,19.0
2054,21.0,27.0,9.0
2055,25.0,37.0,10.0
2056,52.0,48.0,20.0
2057,61.0,52.0,16.0
2058,,45.0,12.0
2059,30.0,40.0,3.0
2060,26.0,29.0,6.0
2061,24.0,15.0,
2062,26.0,7.0,6.0
2063,11.0,17.0,12.0
2064,8.0,29.0,16.0
2065,9.0,25.0,19.0
2066,18.0,24.0,16.0
2067,15.0,33.0,19.0
2068,14.0,27.0,34.0
2069,11.0,30.0,33.0
2070,8.0,24.0,20.0
2071,11.0,23.0,17.0
2072,11.0,30.0,23.0
2073,16.0,21.0,17.0
2074,20.0,22.0,23.0
2075,19.0,21.0,25.0
2076,12.0,22.0,20.0
2077,15.0,21.0,22.0
2078,15.0,12.0,13.0
2079,23.0,,12.0
2080,40.0,5.0,8.0
2081,41.0,,14.0
2082,37.0,,11.0
2083,27.0,,5.0
2084,28.0,,5.0
2085,26.0,6.0,11.0
2086,30.0,4.0,12.0
2087,24.0,6.0,20.0
2088,25.0,7.0,19.0
2089,21.0,8.0,25.0
2090,18.0,,27.0
2091,20.0,4.0,25.0
2092,16.0,15.0,21.0
2093,15.0,4.0,12.0
2094,20.0,10.0,7.0
2095,21.0,15.0,11.0
2096,24.0,11.0,7.0
2097,31.0,13.0,17.0
2098,33.0,20.0,31.0
2099,37.0,22.0,24.0
2100,38.0,19.0,24.0
2101,51.0,16.0,11.0
2102,49.0,14.0,10.0
2103,42.0,16.0,14.0
2104,53.0,27.0,11.0
2105,45.0,25.0,4.0
2106,42.0,11.0,8.0
2107,29.0,11.0,
2108,21.0,10.0,9.0
2109,23.0,21.0,3.0
2110,21.0,29.0,4.0
2111,35.0,31.0,
2112,34.0,32.0,
2113,35.0,22.0,4.0
2114,31.0,15.0,7.0
2115,28.0,14.0,18.0
2116,32.0,17.0,13.0
2117,32.0,11.0,5.0
2118,26.0,13.0,9.0
2119,30.0,13.0,10.0
2120,35.0,,11.0
2121,39.0,19.0,16.0
2122,43.0,24.0,23.0
2123,28.0,30.0,11.0
2124,30.0,35.0,7.0
2125,36.0,35.0,6.0
2126,40.0,24.0,11.0
2127,40.0,24.0,23.0
2128,68.0,36.0,18.0
2129,64.0,24.0,17.0
2130,31.0,21.0,31.0
2131,22.0,22.0,28.0
2132,12.0,33.0,17.0
2133,11.0,30.0,10.0
2134,23.0,31.0,7.0
2135,26.0,37.0,22.0
2136,24.0,54.0,25.0
2137,14.0,54.0,16.0
2138,11.0,47.0,7.0
2139,10.0,38.0,
2140,8.0,42.0,4.0
2141,12.0,49.0,10.0
2142,21.0,55.0,
2143,19.0,56.0,5.0
2144,21.0,52.0,10.0
2145,25.0,55.0,9.0
2146,34.0,57.0,24.0
2147,28.0,49.0,24.0
2148,25.0,35.0,20.0
2149,31.0,37.0,14.0
2150,31.0,53.0,15.0
2151,,56.0,17.0
2152,39.0,50.0,24.0
2153,35.0,57.0,30.0
2154,31.0,70.0,21.0
2155,31.0,64.0,17.0
2156,25.0,43.0,2.0
2157,20.0,29.0,5.0
2158,23.0,30.0,5.0
2159,20.0,39.0,22.0
2160,,34.0,25.0
2161,,,23.0
2162,12.0,20.0,8.0
2163,15.0,12.0,9.0
2164,23.0,17.0,19.0
2165,17.0,26.0,23.0
2166,16.0,24.0,19.0
2167,22.0,24.0,24.0
2168,20.0,26.0,22.0
2169,24.0,31.0,23.0
2170,24.0,41.0,35.0
2171,23.0,35.0,40.0
2172,29.0,31.0,34.0
2173,28.0,26.0,28.0
2174,27.0,36.0,31.0
2175,27.0,41.0,39.0
2176,,39.0,44.0
2177,30.0,38.0,45.0
2178,29.0,32.0,37.0
2179,25.0,23.0,22.0
2180,24.0,24.0,16.0
2181,21.0,23.0,
2182,28.0,24.0,
2183,19.0,24.0,9.0
2184,,,23.0
2185,18.0,21.0,
2186,21.0,19.0,35.0
2187,21.0,13.0,32.0
2188,18.0,17.0,28.0
2189,13.0,17.0,32.0
2190,17.0,13.0,29.0
2191,13.0,17.0,32.0
2192,15.0,20.0,29.0
2193,17.0,14.0,32.0
2194,25.0,21.0,35.0
2195,29.0,21.0,33.0
2196,25.0,31.0,47.0
2197,25.0,31.0,51.0
2198,28.0,37.0,52.0
2199,26.0,44.0,50.0
2200,26.0,47.0,56.0
2201,,46.0,78.0
2202,22.0,58.0,78.0
2203,,36.0,60.0
2204,21.0,21.0,46.0
2205,16.0,22.0,17.0
2206,24.0,12.0,31.0
2207,41.0,17.0,38.0
2208,35.0,26.0,43.0
2209,27.0,24.0,44.0
2210,17.0,20.0,48.0
2211,,19.0,40.0
2212,16.0,15.0,58.0
2213,17.0,17.0,33.0
2214,15.0,17.0,10.0
2215,12.0,23.0,13.0
2216,17.0,27.0,9.0
2217,17.0,36.0,11.0
2218,16.0,48.0,6.0
2219,20.0,45.0,13.0
2220,19.0,46.0,13.0
2221,27.0,53.0,17.0
2222,27.0,62.0,26.0
2223,38.0,59.0,28.0
2224,43.0,42.0,12.0
2225,35.0,41.0,9.0
2226,25.0,36.0,12.0
2227,17.0,27.0,
2228,19.0,17.0,
2229,13.0,14.0,
2230,18.0,22.0,
2231,22.0,18.0,10.0
2232,30.0,18.0,11.0
2233,19.0,15.0,8.0
2234,15.0,7.0,10.0
2235,17.0,9.0,
2236,14.0,18.0,3.0
2237,14.0,21.0,4.0
2238,,24.0,6.0
2239,15.0,23.0,2.0
2240,19.0,30.0,3.0
2241,22.0,34.0,16.0
2242,18.0,33.0,20.0
2243,23.0,38.0,17.0
2244,27.0,45.0,14.0
2245,25.0,49.0,9.0
2246,23.0,51.0,18.0
2247,29.0,57.0,16.0
2248,31.0,62.0,22.0
2249,34.0,68.0,14.0
2250,33.0,56.0,
2251,29.0,45.0,4.0
2252,32.0,39.0,4.0
2253,26.0,38.0,
2254,23.0,31.0,
2255,20.0,40.0,6.0
2256,23.0,54.0,17.0
2257,32.0,49.0,14.0
2258,33.0,31.0,
2259,,29.0,2.0
2260,41.0,32.0,14.0
2261,38.0,32.0,12.0
2262,30.0,31.0,13.0
2263,34.0,37.0,21.0
2264,41.0,39.0,26.0
2265,39.0,41.0,33.0
2266,41.0,49.0,35.0
2267,44.0,49.0,19.0
2268,44.0,54.0,17.0
2269,37.0,51.0,23.0
2270,35.0,37.0,30.0
2271,27.0,11.0,27.0
2272,21.0,20.0,32.0
2273,21.0,16.0,27.0
2274,16.0,15.0,13.0
2275,17.0,10.0,13.0
2276,12.0,8.0,6.0
2277,5.0,4.0,
2278,,19.0,
2279,22.0,20.0,
2280,39.0,12.0,
2281,39.0,15.0,3.0
2282,31.0,18.0,2.0
2283,36.0,9.0,8.0
2284,44.0,8.0,6.0
2285,43.0,9.0,12.0
2286,29.0,14.0,8.0
2287,25.0,12.0,10.0
2288,24.0,12.0,14.0
2289,19.0,9.0,20.0
2290,29.0,2.0,25.0
2291,37.0,5.0,18.0
2292,48.0,7.0,16.0
2293,39.0,11.0,14.0
2294,30.0,10.0,22.0
2295,23.0,11.0,39.0
2296,20.0,4.0,50.0
2297,19.0,4.0,39.0
2298,27.0,5.0,26.0
2299,28.0,7.0,16.0
2300,21.0,13.0,12.0
2301,11.0,16.0,
2302,7.0,11.0,6.0
2303,6.0,,10.0
2304,10.0,4.0,10.0
2305,8.0,5.0,8.0
2306,6.0,,3.0
2307,12.0,8.0,10.0
2308,8.0,8.0,20.0
2309,12.0,10.0,15.0
2310,8.0,5.0,11.0
2311,9.0,7.0,12.0
2312,10.0,17.0,10.0
2313,7.0,13.0,15.0
2314,12.0,12.0,22.0
2315,14.0,10.0,27.0
2316,16.0,6.0,20.0
2317,12.0,6.0,15.0
2318,15.0,4.0,58.0
2319,8.0,3.0,49.0
2320,21.0,3.0,46.0
2321,17.0,7.0,45.0
2322,13.0,7.0,39.0
2323,12.0,8.0,14.0
2324,19.0,14.0,11.0
2325,11.0,8.0,
2326,12.0,6.0,
2327,11.0,8.0,3.0
2328,16.0,3.0,13.0
2329,19.0,13.0,19.0
2330,26.0,14.0,13.0
2331,15.0,7.0,14.0
2332,12.0,,15.0
2333,15.0,4.0,11.0
2334,13.0,5.0,12.0
2335,13.0,5.0,13.0
2336,18.0,6.0,17.0
2337,21.0,8.0,18.0
2338,22.0,6.0,30.0
2339,28.0,12.0,32.0
2340,32.0,13.0,26.0
2341,28.0,12.0,18.0
2342,25.0,7.0,15.0
2343,30.0,11.0,38.0
2344,31.0,8.0,27.0
2345,30.0,17.0,24.0
2346,25.0,7.0,29.0
